HQ207532_India,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ207534_India,0.840966921,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ207537_India,0.863867685,0.954198473,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ207536_India,0.840966921,0.951653944,0.949109415,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ207538_India,0.832266325,0.929577465,0.938303342,0.940645161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ207542_India,0.819462228,0.908280255,0.910485934,0.89044586,0.906169666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ207539_India,0.828244275,0.918575064,0.918263091,0.900763359,0.91025641,0.895006402,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ207535_India,0.802547771,0.90955414,0.876433121,0.878826531,0.868286445,0.830573248,0.854755784,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_4B_1,0.831417625,0.826309068,0.812260536,0.813537676,0.789272031,0.754452926,0.787994891,0.816793893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_G4_4,0.833971903,0.826309068,0.814814815,0.814814815,0.791826309,0.75826972,0.785440613,0.814249364,0.978371501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_G5_5,0.832694764,0.825031929,0.813537676,0.813537676,0.79054917,0.756997456,0.784163474,0.812977099,0.977099237,0.998727735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WX_Fl1,0.828863346,0.831417625,0.817369093,0.818646232,0.796934866,0.765605096,0.786717752,0.806615776,0.949109415,0.94783715,0.946564886,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_G4_1,0.826309068,0.831417625,0.814814815,0.816091954,0.796934866,0.770700637,0.791826309,0.81043257,0.922391858,0.926208651,0.924936387,0.946564886,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_G4_3,0.827586207,0.832694764,0.813537676,0.817369093,0.798212005,0.774522293,0.793103448,0.811704835,0.926208651,0.932569975,0.93129771,0.950381679,0.993638677,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_G4_1,0.826309068,0.831417625,0.812260536,0.818646232,0.796934866,0.773248408,0.791826309,0.81043257,0.924936387,0.93129771,0.930025445,0.949109415,0.992366412,0.998727735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJ_G2_2,0.821200511,0.826309068,0.804597701,0.809706258,0.795657727,0.756997456,0.784163474,0.811704835,0.926208651,0.927480916,0.926208651,0.955470738,0.979643766,0.98346056,0.982188295,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_3B_1,0.819923372,0.830140485,0.808429119,0.813537676,0.795657727,0.766878981,0.787994891,0.809160305,0.918575064,0.919847328,0.918575064,0.952926209,0.98346056,0.987277354,0.986005089,0.986005089,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM_G2_1,0.819923372,0.830140485,0.808429119,0.813537676,0.795657727,0.766878981,0.787994891,0.809160305,0.918575064,0.919847328,0.918575064,0.952926209,0.98346056,0.987277354,0.986005089,0.986005089,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa_2,0.821200511,0.831417625,0.809706258,0.816091954,0.796934866,0.768152866,0.789272031,0.809160305,0.922391858,0.923664122,0.922391858,0.956743003,0.984732824,0.988549618,0.987277354,0.987277354,0.992366412,0.992366412,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_2Fl,0.821200511,0.831417625,0.809706258,0.816091954,0.796934866,0.768152866,0.789272031,0.809160305,0.922391858,0.923664122,0.922391858,0.956743003,0.984732824,0.988549618,0.987277354,0.987277354,0.992366412,0.992366412,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa_G1_3,0.821200511,0.831417625,0.809706258,0.816091954,0.796934866,0.768152866,0.789272031,0.809160305,0.922391858,0.923664122,0.922391858,0.956743003,0.984732824,0.988549618,0.987277354,0.987277354,0.992366412,0.992366412,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa_1_1_1,0.818646232,0.828863346,0.80715198,0.809706258,0.795657727,0.765605096,0.786717752,0.809160305,0.916030534,0.917302799,0.916030534,0.950381679,0.980916031,0.984732824,0.98346056,0.98346056,0.987277354,0.987277354,0.988549618,0.988549618,0.988549618,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa_1_4,0.819923372,0.830140485,0.808429119,0.810983397,0.795657727,0.766878981,0.787994891,0.807888041,0.917302799,0.918575064,0.917302799,0.951653944,0.982188295,0.986005089,0.984732824,0.984732824,0.988549618,0.988549618,0.989821883,0.989821883,0.989821883,0.998727735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM_1_5,0.821200511,0.830140485,0.802798982,0.816091954,0.799489144,0.768152866,0.787994891,0.809160305,0.921119593,0.922391858,0.921119593,0.952926209,0.98346056,0.987277354,0.986005089,0.986005089,0.989821883,0.989821883,0.991094148,0.991094148,0.991094148,0.987277354,0.988549618,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El_1_2,0.82247765,0.832694764,0.804071247,0.816091954,0.799489144,0.770700637,0.789272031,0.811704835,0.923664122,0.924936387,0.923664122,0.955470738,0.986005089,0.989821883,0.988549618,0.988549618,0.992366412,0.992366412,0.993638677,0.993638677,0.993638677,0.989821883,0.991094148,0.997455471,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El_1_1,0.82247765,0.832694764,0.804071247,0.816091954,0.799489144,0.770700637,0.789272031,0.811704835,0.923664122,0.924936387,0.923664122,0.955470738,0.986005089,0.989821883,0.988549618,0.988549618,0.992366412,0.992366412,0.993638677,0.993638677,0.993638677,0.989821883,0.991094148,0.997455471,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El_G2_2,0.82247765,0.832694764,0.804071247,0.816091954,0.799489144,0.770700637,0.789272031,0.811704835,0.923664122,0.924936387,0.923664122,0.955470738,0.986005089,0.989821883,0.988549618,0.988549618,0.992366412,0.992366412,0.993638677,0.993638677,0.993638677,0.989821883,0.991094148,0.997455471,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El_G2_3,0.821200511,0.831417625,0.802798982,0.814814815,0.798212005,0.770700637,0.787994891,0.81043257,0.922391858,0.923664122,0.922391858,0.954198473,0.984732824,0.988549618,0.987277354,0.987277354,0.991094148,0.991094148,0.992366412,0.992366412,0.992366412,0.988549618,0.989821883,0.996183206,0.998727735,0.998727735,0.998727735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJ_4G_4,0.825031929,0.831417625,0.812260536,0.826700899,0.800766284,0.776785714,0.791826309,0.81043257,0.921119593,0.924936387,0.923664122,0.955470738,0.988549618,0.992366412,0.991094148,0.988549618,0.992366412,0.992366412,0.993638677,0.993638677,0.993638677,0.989821883,0.991094148,0.992366412,0.994910942,0.994910942,0.994910942,0.993638677,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FH_G2_5,0.818646232,0.828863346,0.80715198,0.812260536,0.794380588,0.765605096,0.786717752,0.806615776,0.91475827,0.918575064,0.917302799,0.949109415,0.978371501,0.982188295,0.980916031,0.980916031,0.984732824,0.984732824,0.988549618,0.988549618,0.988549618,0.982188295,0.98346056,0.984732824,0.987277354,0.987277354,0.987277354,0.986005089,0.987277354,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
