JN692172/China,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa_G1_1/Florida,0.824915825,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM_G2_3/Florida,0.823920266,0.919691969,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_G2_4/Florida,0.820399113,0.886937431,0.918478261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FH_2G_4/Florida,0.816777042,0.884868421,0.919652552,0.986998917,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_G1B_1/Florida,0.820598007,0.88377193,0.918566775,0.981581799,0.985930736,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_G1B_2/Florida,0.822812846,0.885964912,0.920738328,0.983748646,0.988095238,0.997835498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_G4B_3/Florida,0.813522356,0.888035126,0.925,0.983766234,0.985915493,0.984832069,0.986998917,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_G5_2/Florida,0.81372549,0.888157895,0.922909881,0.982665222,0.984848485,0.983766234,0.985930736,0.994582882,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_G66_3/Florida,0.826135105,0.887061404,0.923995657,0.983748646,0.985930736,0.984848485,0.987012987,0.995666306,0.994588745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_G4B_2/Florida,0.81372549,0.888157895,0.925081433,0.984832069,0.987012987,0.985930736,0.988095238,0.996749729,0.995670996,0.998917749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_G66_4/Florida,0.810781078,0.88377193,0.922149123,0.98249453,0.984699454,0.983606557,0.98579235,0.994529541,0.993442623,0.994535519,0.995628415,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa_14_4/Florida,0.825027686,0.89254386,0.923995657,0.984832069,0.988095238,0.984848485,0.987012987,0.985915493,0.984848485,0.985930736,0.987012987,0.984699454,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_G2_2/Florida,0.816168328,0.884868421,0.917480999,0.978331528,0.980519481,0.979437229,0.981601732,0.979414951,0.978354978,0.979437229,0.980519481,0.978142077,0.980519481,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_G1_1/Florida,0.818383167,0.888157895,0.920738328,0.981581799,0.983766234,0.982683983,0.984848485,0.982665222,0.981601732,0.982683983,0.983766234,0.981420765,0.983766234,0.994588745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RF_160_1/Florida,0.826135105,0.887061404,0.925081433,0.983748646,0.985930736,0.984848485,0.987012987,0.984832069,0.983766234,0.984848485,0.985930736,0.983606557,0.985930736,0.979437229,0.982683983,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FH_G2_2/Florida,0.825027686,0.887061404,0.94679696,0.952329361,0.952380952,0.951298701,0.953463204,0.955579632,0.954545455,0.955627706,0.956709957,0.954098361,0.952380952,0.945887446,0.949134199,0.957792208,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_H3_5/Florida,0.826135105,0.888157895,0.950054289,0.946912243,0.949134199,0.948051948,0.95021645,0.952329361,0.951298701,0.954545455,0.953463204,0.950819672,0.949134199,0.944805195,0.948051948,0.954545455,0.975108225,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_2G_2/Florida,0.816777042,0.887061404,0.950054289,0.945828819,0.948051948,0.946969697,0.949134199,0.951245937,0.95021645,0.951298701,0.952380952,0.949726776,0.948051948,0.941558442,0.944805195,0.953463204,0.974025974,0.979437229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_H2_5/Florida,0.813465784,0.88377193,0.94679696,0.942578548,0.944805195,0.943722944,0.945887446,0.947995666,0.946969697,0.948051948,0.949134199,0.946448087,0.944805195,0.938311688,0.941558442,0.95021645,0.970779221,0.976190476,0.994588745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJr_G1_4/Florida,0.811881188,0.853070175,0.875135722,0.887323944,0.888528139,0.888528139,0.890692641,0.888407367,0.886363636,0.887445887,0.888528139,0.88852459,0.887445887,0.882034632,0.885281385,0.88961039,0.885281385,0.885281385,0.884199134,0.880952381,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJr_G1_3/Florida,0.809210526,0.855263158,0.877307275,0.887323944,0.88961039,0.88961039,0.891774892,0.888407367,0.887445887,0.888528139,0.88961039,0.889617486,0.888528139,0.883116883,0.886363636,0.890692641,0.886363636,0.886363636,0.885281385,0.882034632,0.995685005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa_G2_4/Florida,0.811881188,0.854166667,0.878393051,0.890574215,0.892857143,0.892857143,0.895021645,0.891657638,0.890692641,0.891774892,0.892857143,0.892896175,0.891774892,0.886363636,0.88961039,0.893939394,0.88961039,0.887445887,0.887445887,0.884199134,0.991370011,0.991370011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_H4_2/Florida,0.820175439,0.841008772,0.865363735,0.876489708,0.878787879,0.874458875,0.876623377,0.878656555,0.876623377,0.877705628,0.878787879,0.877595628,0.878787879,0.874458875,0.876623377,0.877705628,0.867965368,0.862554113,0.863636364,0.86038961,0.898597627,0.897518878,0.897518878,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_2G_3/Florida,0.822368421,0.846491228,0.865363735,0.881906826,0.883116883,0.878787879,0.880952381,0.882990249,0.880952381,0.882034632,0.883116883,0.881967213,0.883116883,0.878787879,0.880952381,0.882034632,0.872294372,0.866883117,0.867965368,0.864718615,0.898597627,0.897518878,0.898597627,0.990291262,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_2H_1/Florida,0.824561404,0.844298246,0.865363735,0.881906826,0.883116883,0.878787879,0.880952381,0.882990249,0.880952381,0.882034632,0.883116883,0.881967213,0.883116883,0.878787879,0.880952381,0.884199134,0.872294372,0.866883117,0.867965368,0.864718615,0.898597627,0.897518878,0.898597627,0.990291262,0.997842503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_H4_2/Florida,0.820175439,0.844298246,0.863192182,0.880823402,0.882034632,0.877705628,0.87987013,0.881906826,0.87987013,0.880952381,0.882034632,0.880874317,0.882034632,0.877705628,0.87987013,0.880952381,0.873376623,0.867965368,0.869047619,0.865800866,0.897518878,0.89644013,0.899676375,0.98381877,0.987055016,0.987055016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_H4_3/Florida,0.822368421,0.844298246,0.863192182,0.880823402,0.882034632,0.877705628,0.87987013,0.881906826,0.87987013,0.880952381,0.882034632,0.880874317,0.882034632,0.877705628,0.87987013,0.880952381,0.873376623,0.867965368,0.869047619,0.865800866,0.899676375,0.898597627,0.899676375,0.985976268,0.989212514,0.989212514,0.997842503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_2H_1/Florida,0.820175439,0.842105263,0.86102063,0.876489708,0.877705628,0.873376623,0.875541126,0.879739978,0.877705628,0.878787879,0.87987013,0.878688525,0.877705628,0.873376623,0.875541126,0.874458875,0.862554113,0.857142857,0.859307359,0.856060606,0.888888889,0.889967638,0.888888889,0.981661273,0.982740022,0.982740022,0.978425027,0.980582524,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_2H_2/Florida,0.82127193,0.844298246,0.859934853,0.877573131,0.878787879,0.874458875,0.876623377,0.880823402,0.878787879,0.87987013,0.880952381,0.879781421,0.878787879,0.874458875,0.876623377,0.875541126,0.863636364,0.858225108,0.859307359,0.856060606,0.889967638,0.891046386,0.889967638,0.982740022,0.98381877,0.98381877,0.979503776,0.981661273,0.994606257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_G3_3/Florida,0.82127193,0.845394737,0.862106406,0.879739978,0.880952381,0.876623377,0.878787879,0.882990249,0.880952381,0.882034632,0.883116883,0.881967213,0.880952381,0.876623377,0.878787879,0.877705628,0.865800866,0.86038961,0.861471862,0.858225108,0.892125135,0.893203884,0.892125135,0.984897519,0.985976268,0.985976268,0.981661273,0.98381877,0.996763754,0.997842503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FH_2H_3/Florida,0.82127193,0.845394737,0.862106406,0.879739978,0.880952381,0.876623377,0.878787879,0.882990249,0.880952381,0.882034632,0.883116883,0.881967213,0.880952381,0.876623377,0.878787879,0.877705628,0.865800866,0.86038961,0.861471862,0.858225108,0.892125135,0.893203884,0.892125135,0.984897519,0.985976268,0.985976268,0.981661273,0.98381877,0.996763754,0.997842503,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_H1_1/Florida,0.820776256,0.860068259,0.890011223,0.923595506,0.924803592,0.920314254,0.922558923,0.926966292,0.924803592,0.925925926,0.92704826,0.926303855,0.929292929,0.922558923,0.924803592,0.921436588,0.893378227,0.891133558,0.890011223,0.887766554,0.900112233,0.898989899,0.900112233,0.910213244,0.911335578,0.911335578,0.907968575,0.910213244,0.90684624,0.907968575,0.910213244,0.910213244,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa_2/Florida,0.793028322,0.846491228,0.879478827,0.881906826,0.884199134,0.884199134,0.886363636,0.882990249,0.882034632,0.884199134,0.884199134,0.883060109,0.890692641,0.87987013,0.883116883,0.887445887,0.886363636,0.886363636,0.888528139,0.885281385,0.882736156,0.878787879,0.884907709,0.873376623,0.876623377,0.876623377,0.873376623,0.874458875,0.865800866,0.866883117,0.869047619,0.869047619,0.900112233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa_1/Florida,0.801980198,0.847587719,0.884907709,0.877573131,0.882034632,0.877705628,0.87987013,0.878656555,0.877705628,0.87987013,0.87987013,0.878688525,0.882034632,0.873376623,0.876623377,0.87987013,0.88961039,0.88961039,0.891774892,0.888528139,0.879478827,0.875541126,0.883821933,0.877705628,0.87987013,0.87987013,0.875541126,0.876623377,0.867965368,0.869047619,0.871212121,0.871212121,0.892255892,0.952380952,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJr_G2_4/Florida,0.799779978,0.850877193,0.885993485,0.879739978,0.884199134,0.87987013,0.882034632,0.880823402,0.87987013,0.882034632,0.882034632,0.880874317,0.882034632,0.875541126,0.878787879,0.882034632,0.891774892,0.891774892,0.893939394,0.890692641,0.88165038,0.883821933,0.885993485,0.877705628,0.882034632,0.882034632,0.877705628,0.878787879,0.87012987,0.871212121,0.873376623,0.873376623,0.89674523,0.954545455,0.984848485,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJr_G2_3/Florida,0.800880088,0.851973684,0.887079262,0.880823402,0.885281385,0.880952381,0.883116883,0.881906826,0.880952381,0.883116883,0.883116883,0.881967213,0.883116883,0.876623377,0.87987013,0.883116883,0.892857143,0.892857143,0.895021645,0.891774892,0.882736156,0.884907709,0.887079262,0.878787879,0.883116883,0.883116883,0.878787879,0.87987013,0.871212121,0.872294372,0.874458875,0.874458875,0.89674523,0.955627706,0.985930736,0.998917749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJ_G4_2/Florida,0.803080308,0.854166667,0.891422367,0.880823402,0.887445887,0.883116883,0.885281385,0.884073673,0.883116883,0.885281385,0.885281385,0.884153006,0.885281385,0.878787879,0.882034632,0.885281385,0.895021645,0.899350649,0.899350649,0.896103896,0.882736156,0.878787879,0.887079262,0.876623377,0.880952381,0.880952381,0.876623377,0.877705628,0.869047619,0.87012987,0.872294372,0.872294372,0.894500561,0.953463204,0.983766234,0.988095238,0.989177489,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJ_G4_1/Florida,0.801980198,0.854166667,0.890336591,0.880823402,0.887445887,0.883116883,0.885281385,0.884073673,0.883116883,0.885281385,0.885281385,0.884153006,0.885281385,0.878787879,0.882034632,0.885281385,0.895021645,0.899350649,0.899350649,0.896103896,0.882736156,0.878787879,0.887079262,0.876623377,0.880952381,0.880952381,0.876623377,0.877705628,0.869047619,0.87012987,0.872294372,0.872294372,0.894500561,0.953463204,0.983766234,0.988095238,0.989177489,0.997835498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC_4B_1/Florida,0.800213675,0.831140351,0.870792617,0.907908992,0.908008658,0.912337662,0.914502165,0.914409534,0.912337662,0.915584416,0.914502165,0.912568306,0.912337662,0.903679654,0.906926407,0.906926407,0.880952381,0.882034632,0.880952381,0.87987013,0.866883117,0.865800866,0.869047619,0.878787879,0.880952381,0.880952381,0.87987013,0.882034632,0.877705628,0.878787879,0.880952381,0.880952381,0.910213244,0.873376623,0.867965368,0.867965368,0.869047619,0.869047619,0.87012987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_G_4_4/Florida,0.800213675,0.835526316,0.873913044,0.907908992,0.908008658,0.908008658,0.91017316,0.91007584,0.908008658,0.911255411,0.91017316,0.908196721,0.912337662,0.903679654,0.906926407,0.908008658,0.880952381,0.882034632,0.876623377,0.875541126,0.874049946,0.87012987,0.874049946,0.884199134,0.886363636,0.886363636,0.87987013,0.882034632,0.883116883,0.884199134,0.886363636,0.886363636,0.914702581,0.875541126,0.87012987,0.869047619,0.87012987,0.871212121,0.87012987,0.973168215,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW_G5_5/Florida,0.798076923,0.833333333,0.87173913,0.905742145,0.905844156,0.905844156,0.908008658,0.907908992,0.905844156,0.909090909,0.908008658,0.906010929,0.91017316,0.901515152,0.904761905,0.905844156,0.878787879,0.87987013,0.874458875,0.873376623,0.871878393,0.867965368,0.871878393,0.882034632,0.884199134,0.884199134,0.877705628,0.87987013,0.880952381,0.882034632,0.884199134,0.884199134,0.913580247,0.873376623,0.867965368,0.866883117,0.867965368,0.869047619,0.867965368,0.971104231,0.997936017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WX_Fl1/Florida,0.802350427,0.83881579,0.872964169,0.89815818,0.899350649,0.901515152,0.903679654,0.902491874,0.901515152,0.901515152,0.903679654,0.90273224,0.903679654,0.899350649,0.902597403,0.902597403,0.883116883,0.876623377,0.880952381,0.87987013,0.867965368,0.869047619,0.872294372,0.885405405,0.885405405,0.885405405,0.882162162,0.884324324,0.888648649,0.88972973,0.891891892,0.891891892,0.902356902,0.874458875,0.873376623,0.872294372,0.873376623,0.872294372,0.872294372,0.939112487,0.937048504,0.93498452,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
